	idx	parents_id	title	type	definition	corpus	grade
251	251	[]	级数	1	数项级数和函数项级数的统称。给定一个数列a_1，a_2,…，a_n，…，则和式a_1+a_2+…+a_n+…称为数项级数，记为∞n＝1a_n。给定一个定义在区间i上的函数列u_1(x),u_2(x),…，u_n(x),…，则u_1(x)+u_2(x)+…+u_n(x)+…称为定义在区间i上的函数项级数。有时，级数也可由有限项组成。	[]	['其他']
252	252	[]	公理	1	经过人类长期反复实践的考验，不需要再加证明的命题，如：如果A=B,B=C，则A=C。	[]	['其他']
253	253	[31]	通项	1		[]	['其他']
254	254	[]	同号	1	符号相同。	[]	['其他']
255	255	[202, 406]	母线	1	曲面图形可看成动线运动时的轨迹，形成曲面的动线称为母线。比如圆锥的主视图是一个等腰三角形，这个三角形的腰就是圆锥母线。	[]	['其他']
256	256	[3059]	量度	1	长度、重量、容量以及功、能等各种量的测定。	[]	['其他']
257	257	[212, 29, 154, 146, 134, 97, 372, 1284, 538, 3376, 511, 1169, 1194, 2136, 1028, 3611]	长度	1	1.一种领取官钱的凭证。《管子．轻重甲》﹕“民无以与正籍者﹐予之长假﹔死而不葬者﹐予之长度。”马非百新诠﹕“此盖言死而不葬者﹐即由政府以所谓长度者予之﹐使其持向所在地官府支取官钱﹐作为购备棺衾之用。犹今人之言领款凭据矣。”一说指葬地。参阅郭沫若等《管子集校．轻重甲》。	[]	['其他']
258	258	[]	误差	1	表示某个量的准确数与其近似数之差。误差的绝对值称为“绝对误差”。绝对误差与准确数之比，称为“相对误差”。一般情况下，相对误差能更确切地表示近似值的近似程度，便于比较几个近似数的精确度。	[]	['其他']
259	259	[]	格点	1		[]	['其他']
260	260	[]	升幂	1	多项式中,各项是按照某一字母的指数依次增加的顺序排列的,叫做这一字母的升幂。如ab+a2b2+a3b为a的升幂。	[]	['其他']
261	261	[]	反角	1		[]	['其他']
262	262	[357, 3492]	球面	1		[]	['其他']
263	263	[195, 144, 491]	通分	1	把几个分母不相同的分数(分式)化成分母相同的分数(分式)，而不改变每个分数(分式)值的等值变形。通分后得到的相同分母称为公分母。	[]	['其他']
264	264	[212, 6]	圆周	1	数学名词。在平面上，一动点以一定点为中心，一定长为距离而运动一周的轨迹，叫做圆周。简称圆。	[]	['其他']
265	265	[]	截点	1		[]	['其他']
266	266	[140, 1542, 2017, 3457, 1064]	原点	1	1.笛卡儿坐标轴的交叉点。	[]	['其他']
267	267	[3354, 2021, 1832, 531]	锐角	1	见“角”。	[]	['其他']
268	268	[596]	变元	1		[]	['其他']
271	271	[]	共圆	1		[]	['其他']
272	272	[]	球形	1		[]	['其他']
273	273	[]	计值	1	见“计直”。	[]	['其他']
274	274	[6, 0]	优弧	1	数学名词。大于半圆的弧。	[]	['其他']
276	276	[128, 795, 974, 739, 423, 342]	有界	1		[]	['其他']
277	277	[169, 362]	共面	1		[]	['其他']
278	278	[]	数组	1		[]	['其他']
279	279	[213]	驻点	1	在微积分，驻点又称为平稳点、稳定点或临界点是函数的一阶导数为零，即在“这一点”，函数的输出值停止增加或减少。	['函数驻点']	['其他']
280	280	[]	无界	1		[]	['其他']
281	281	[]	位能	1	势能。	[]	['其他']
282	282	[3416, 314]	模长	1		[]	['其他']
283	283	[]	商数	1	除法运算中,被除数除以除数所得的计算结果。	['商']	['其他']
284	284	[3432, 661]	无穷	1	没有穷尽;没有极限。	[]	['其他']
285	285	[688, 842, 3491]	棱锥	1	一个多边形和若干个同一顶点的三角形所围成的多面体。	[]	['其他']
286	286	[]	正割	1	直角三角形,斜边与某个锐角的邻边的比,叫做该锐角的正割,用 sec (角)表示。	[]	['其他']
287	287	[180]	样本	1	又称“子样”。按照一定的抽样规则从总体中取出的一部分个体。样本中个体的数目称为“样本容量”。	[]	['其他']
288	288	[456, 490, 861]	基数	1	一、二、三…一百、三千等普通整数，区别于第一、第二、第三…第一百、第三千等序数。	[]	['其他']
289	289	[]	验算	1	检查运算的结果有无差错。	[]	['其他']
291	291	[0]	圆弧	1		[]	['其他']
292	292	[534, 540, 402]	小数	1	通常指“十进小数”。即把十进分数写成不带分母的形式。如$$7100=0.07，2310=2.3。$$符号“﹒”称为小数点。小数点左面的数称为小数的整数部分，整数部分为零的小数称“纯小数”；整数部分不为零的小数称“混小数”或“带小数”。小数点右面只有有限个不全为零的数字时，称为“有限小数”，否则称为“无限小数”。无限小数又分为循环小数和无限不循环小数两类。	[]	['其他']
293	293	[]	初值	1		['始值']	['其他']
294	294	[]	收敛	1	收敛是一个经济学、数学名词，是研究函数的一个重要工具，是指会聚于一点，向某一值靠近。收敛类型有收敛数列、函数收敛、全局收敛、局部收敛。	[]	['其他']
295	295	[]	周转	1	指人力、财力、物力的调配使用：事情太多，周转不开｜这个月奖金多了，周转也方便了。	[]	['其他']
296	296	[]	邻域	1	设δ为任意正数，a为某一实数，满足不等式a-δ＜x＜a+δ的一切实数x的集合，称为点a的δ邻域。其中点a称为邻域的中心，数δ称为它的半径。	[]	['其他']
297	297	[]	平均	1	计算……的平均值；调和，拉平；分摊；按比例（或平均）分配（利润等）。	[]	['其他']
298	298	[187, 3355, 863]	对角	1	四边形中不相邻的两角。	[]	['其他']
299	299	[]	形状	1	物体通过面或线条组合而呈现的外表。	[]	['其他']
300	300	[445]	质数	1	又称“素数”。在大于1的自然数中，除了1及其本身以外不再含有别的因数的数。如2，[kg*4]3，[kg*4]5，[kg*4]7，11，…。早已证明质数有无穷多个，但一直没找到表达它的通项公式。到1983年为止，已发现的最大质数为m_p=2^p-1，其中p=86243。大于1的自然数，至少有一个因数是质数。	['素数']	['其他']
302	302	[]	基圆	1		[]	['其他']
303	303	[]	百位	1		[]	['其他']
304	304	[128, 1830, 386, 1718, 1315, 698, 583, 743]	常数	1	规定的数量。	[]	['其他']
305	305	[]	恒等	1	完全相等的：产生或实现同一的——主要指逻辑命题和数学的方程与演算所表示、产生或实现的方面。	[]	['其他']
306	306	[]	倾角	1	地质构造面上的倾斜线和水平面的夹角。是地质体在空间(赋存)状况的一个重要参数。如岩层的倾角，当其为0°时，表示水平岩层；90°时，表示直立岩层；其他则为倾斜岩层，角度大小表示地质体的倾斜程度。	[]	['其他']
307	307	[]	递增	1	依次增加。	[]	['其他']
308	308	[]	极轴	1		[]	['其他']
310	310	[1869]	体积	1	几何体占有空间部分的大小。通常取棱长为单位长度的正方体的体积作为体积单位，度量几何体所得的量数就是几何体的体积。	[]	['其他']
312	312	[]	起点	1	1.谓点兵出发。	[]	['其他']
313	313	[103, 160, 562]	频数	1	多次;连续。	[]	['其他']
314	314	[1489, 1380, 31]	复数	1	某些语言中由词的形态变化等表示的属于两个或两个以上的数量。例如英语里book（书，单数）指一本书，books（书，复数）指两本或两本以上的书。	[]	['其他']
315	315	[]	商集	1		[]	['其他']
316	316	[]	固体	1	有一定体积和一定形状，质地比较坚硬的物体。在常温下，钢、铁、岩石、木材、玻璃等都是固体。	[]	['其他']
317	317	[688, 852]	外角	1	多边形任一边与其邻边延长线之间的夹角。	[]	['其他']
318	318	[97, 688, 538]	端点	1	线段或射线的起点或终点。	[]	['其他']
319	319	[]	重数	1	既重且繁。	[]	['其他']
320	320	[]	倾斜	1	歪斜：倾斜狭隘的山路上，尽是石头。	[]	['其他']
321	321	[496, 920]	梯形	1	只有一组对边平行的四边形。平行的两边为底，不平行的两边为腰，两底之间的距离为高。	[]	['其他']
322	322	[]	变分	1		[]	['其他']
323	323	[372]	范数	1		[]	['其他']
324	324	[372, 408]	平移	1	不经转动而改变[物体或形象] 在空间的位置。	[]	['其他']
325	325	[]	内射	1		[]	['其他']
326	326	[787, 116, 674]	焦点	1	①某些与椭圆、双曲线或抛物线有特殊关系的点。如椭圆的两个焦点到椭圆上任意一点的距离的和是一个常数。	[]	['其他']
327	327	[171]	双射	1		[]	['其他']
328	328	[374]	算式	1	用运算符号联结数字而成的式子。例如5×2÷(10-9)=10。	[]	['其他']
329	329	[1693]	高度	1	①高低的程度；从地面或基准面向上到某处的距离；从物体的底部到顶端的距离：飞行的高度丨 这座山的高度是四千二百米。	[]	['其他']
330	330	[787, 1064, 393]	实轴	1		[]	['其他']
331	331	[]	坡度	1	斜坡起止点的高度差与其水平距离的比值。例如起止点的高度差为一米，水平距离为1000米，坡度就是千分之一。	[]	['其他']
332	332	[540]	约数	1	又称“因数”。见“倍数”。	[]	['其他']
333	333	[]	舍入	1		[]	['其他']
334	334	[206, 456, 3665, 349, 861, 3670, 3699]	元素	1	1.犹言本质;要素。	[]	['其他']
335	335	[]	交迭	1		[]	['其他']
336	336	[]	常显	1		[]	['其他']
337	337	[]	定律	1	科学上对某种客观规律的概括，反映事物在一定条件下发生一定变化过程的必然关系。	[]	['其他']
338	338	[]	大圆	1	用过球心的平面截球面所得的圆。当截面不过球心时，截得的圆称为小圆。	[]	['其他']
339	339	[]	减数	1		[]	['其他']
340	340	[]	假值	1		[]	['其他']
341	341	[314, 838]	虚数	1	见“复数”。	[]	['其他']
342	342	[]	上限	1	时间最早或数量最大的限度。与“下限”相对。	[]	['其他']
343	343	[160]	众数	1	统计分布中频率最大的变量的值;最频繁出现的值;最普通的值。	[]	['其他']
344	344	[]	铅垂	1		[]	['其他']
345	345	[402]	负数	1	小于零的数，如-3，-0.25。	[]	['其他']
346	346	[213, 828, 1614, 776]	可导	1		[]	['其他']
347	347	[213, 128, 828]	求导	1		[]	['其他']
348	348	[300, 924]	互质	1	两个正整数只有公约数1时，它们的关系叫做互质。如3和11互质。	[]	['其他']
349	349	[172, 3670]	矩阵	1	将m×n个元素排成m行、n列的矩形表，用圆括号(或方括号、双直线)括起来，即a_11a_12…a_1na_21a_22…a_2n……………a_m1a_m2…a_mn称为m行n列矩阵，简称m×n矩阵。当m=n时，称为n阶方阵。对矩阵可按一定法则进行加法、乘法及数与矩阵相乘等运算。	[]	['其他']
350	350	[]	俯角	1	视线在水平线以下时，在视线所在的垂直平面内，视线与水平线所成的角叫做俯角。	[]	['其他']
351	351	[]	根号	1	数学名词。方根的符号(√)。	[]	['其他']
352	352	[597, 372]	加法	1	数学中的一种运算方法。最简单的是数的加法，即两个或两个以上的数合成一个数的计算方法。	[]	['其他']
353	353	[]	演算	1	按照一定的原理或公式计算。	[]	['其他']
354	354	[]	等根	1		[]	['其他']
355	355	[3]	微商	1		[]	['其他']
356	356	[540]	余数	1	指整数除法中被除数未被除尽部分。例如27除以6﹐商数为4﹐馀数为3。	[]	['其他']
357	357	[225, 57, 3491, 6]	球体	1	四周近于圆形的物体。	['球']	['其他']
358	358	[]	十位	1	古代指按地位区分的人的十个等级。	[]	['其他']
360	360	[596, 1928]	因式	1	亦称“因子”。多项式被另一多项式整除，后者即是前者的因式，如 a+b 和 （a+{2}-ab+b+{2}）都是 a+{3}+b+{3}的因式。	[]	['其他']
361	361	[]	球冠	1	球面被一个平面所截得的部分。截得的圆称为球冠的底，垂直于截面的直径被截得的线段长称为球冠的高。球冠也可以看作一段圆弧绕经过它的一个端点的直径旋转所成的曲面。设球冠的高为h,球半径为r,则球冠的面积为s=2πrh。	[]	['其他']
362	362	[374]	几何	1	多少。	[]	['其他']
363	363	[]	有限	1	1.有限制;有限度。	[]	['其他']
364	364	[372, 2136]	始点	1		[]	['其他']
365	365	[1716, 3623, 3624, 1275]	周期	1	①物体或物理量(如交变电流、电压等)完成一次振动(或振荡)所经历的时间。在各种周期运动或周期变化中，物体或物理量从任一状态开始发生变化，经过一个周期或周期的整数倍时间后，总是回复到开始的状态。	[]	['其他']
366	366	[]	小弧	1		[]	['其他']
367	367	[]	公弦	1		[]	['其他']
368	368	[]	等价	1	不同商品的价值或价格相等。	[]	['其他']
369	369	[]	面角	1		[]	['其他']
370	370	[206, 386, 1942]	有解	1		[]	['其他']
371	371	[6, 0]	劣弧	1	小于半圆的弧。	[]	['其他']
372	372	[115, 362, 3615, 538, 3618, 1514]	向量	1	①又称“矢量”。既有大小，又有方向的量。可用带有方向的线段来表示，线段的长度表示向量的大小，也称“向量的模”。在代数中，向量常用n元有序数组(x_1，x_2，…，x_n)来表示。向量运算与一般数量运算不同，有向量加法、向量减法、数乘向量、数量积和向量积五种。向量概念除了在数学上有重要意义外，在物理学中有广泛应用，如力、速度、位移、电场强度等物理量都是向量。	['矢量']	['其他']
373	373	[]	凸性	1		[]	['其他']
374	374	[]	数学	1	研究现实世界数量关系和空间形式的科学。是在人类长期的实践活动中产生和发展的。发源于计数和度量，随着生产力的发展，越来越多地要求对自然现象作定量研究；同时由于数学自身的发展，使其具有高度的抽象性、严谨的逻辑性和广泛的适用性。现大致分成基础数学(也称纯粹数学)和应用数学两大类。前者包括数理逻辑、数论、代数学、几何学、拓扑学、函数论、泛函分析和微分方程等分支；后者包括概率论、数理统计、计算数学、运筹学和组合数学等分支。	[]	['其他']
375	375	[]	合比	1		[]	['其他']
376	376	[1755]	离差	1		[]	['其他']
377	377	[]	立体	1	①具有长、宽、厚的（物体）：立体图形。	[]	['其他']
378	378	[447]	始边	1		[]	['其他']
379	379	[3354, 3547, 1738]	负角	1		[]	['其他']
380	380	[140, 2952, 2017, 3457, 1891, 1064]	y轴	1		['Y轴', '纵轴']	['其他']
381	381	[29]	斜线	1	1.象棋或跳棋棋盘方格中的对角线。如：象沿着白色斜线走。	[]	['其他']
382	382	[151]	偶数	1	整数中能被2整除的数。如±2，±4，±6，…。正偶数俗称“双数”。	[]	['其他']
383	383	[]	奇数	1	整数中不能被2整除的数。如±1，±3，±5，…。正奇数俗称“单数”。	[]	['其他']
